country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
JPN,2020-04,5.04,-1.39,42.32,0.91,6.74,11116.0,61.04,88.49,3.52
JPN,2020-05,3.81,0.99,48.78,1.35,6.05,9068.0,57.62,101.95,4.29
JPN,2020-06,4.7,2.04,43.11,0.24,6.75,8391.0,59.79,108.2,3.81
JPN,2020-07,4.22,0.4,37.42,1.15,4.95,9588.0,59.03,95.09,3.4
JPN,2020-08,3.77,2.02,38.79,0.2,5.3,10959.0,58.43,89.58,3.47
JPN,2020-09,3.84,1.33,36.15,2.69,5.94,9088.0,57.11,95.87,2.85
JPN,2020-10,3.36,0.78,35.76,2.1,6.68,6428.0,60.93,126.93,3.79
JPN,2020-11,5.9,0.31,39.52,3.33,5.95,9839.0,57.98,98.83,2.61
JPN,2020-12,5.58,1.63,38.39,2.24,6.89,11628.0,59.05,80.72,4.42
JPN,2021-01,1.54,2.85,69.51,4.49,5.94,10885.0,58.79,119.51,1.0
JPN,2021-02,4.11,0.9,60.76,1.4,7.9,10397.0,66.53,126.26,2.28
JPN,2021-03,3.74,-0.02,72.96,2.43,4.9,14249.0,57.38,104.11,1.0
JPN,2021-04,3.97,0.04,64.61,2.44,7.22,12833.0,57.74,104.87,1.23
JPN,2021-05,3.27,1.63,81.8,-0.2,6.68,9831.0,58.97,114.09,1.6
JPN,2021-06,3.4,0.51,61.13,2.92,3.91,13704.0,59.79,104.15,1.77
JPN,2021-07,1.01,0.96,60.63,-2.48,3.88,11643.0,61.26,103.93,1.17
JPN,2021-08,4.28,0.76,65.0,2.77,6.14,14054.0,62.19,88.69,1.24
JPN,2021-09,3.79,2.87,75.08,1.43,6.29,6415.0,58.62,109.54,3.46
JPN,2021-10,4.41,0.73,73.3,-0.26,5.55,12651.0,58.28,122.57,1.0
JPN,2021-11,2.87,2.99,62.69,1.65,6.67,12508.0,63.77,110.98,1.88
JPN,2021-12,5.08,1.24,77.45,2.5,5.88,10859.0,64.61,112.15,1.4
JPN,2022-01,2.99,2.1,123.04,4.25,6.97,9866.0,59.2,113.96,1.27
JPN,2022-02,1.77,1.78,104.11,2.12,5.82,10880.0,60.14,108.52,2.0
JPN,2022-03,5.41,1.92,107.2,3.43,7.02,14894.0,65.12,110.51,1.0
JPN,2022-04,4.94,0.32,106.45,1.28,4.97,9345.0,63.55,109.43,2.07
JPN,2022-05,5.45,1.41,115.29,-1.32,5.43,7631.0,65.84,106.32,1.21
JPN,2022-06,5.25,1.69,111.59,2.9,5.76,9969.0,62.08,132.72,2.13
JPN,2022-07,4.17,1.24,85.18,0.24,7.91,11705.0,61.69,135.16,1.02
JPN,2022-08,3.64,1.4,106.82,0.02,5.83,12186.0,54.17,118.45,1.02
JPN,2022-09,5.6,-0.19,103.8,3.47,3.95,13336.0,58.48,130.83,2.44
JPN,2022-10,5.58,0.56,129.89,4.58,3.98,8647.0,58.54,91.68,1.0
JPN,2022-11,4.21,2.3,128.0,-1.24,5.11,11013.0,61.23,121.9,1.27
JPN,2022-12,4.59,1.6,110.52,0.54,5.56,10420.0,58.86,124.47,1.0
JPN,2023-01,5.21,1.3,67.3,1.83,5.22,14587.0,53.75,137.15,1.4
JPN,2023-02,3.99,-0.23,72.31,1.58,4.71,16113.0,65.08,122.16,1.71
JPN,2023-03,2.63,0.75,70.56,3.63,4.67,9874.0,58.3,129.07,1.6
JPN,2023-04,6.28,1.37,77.57,4.39,3.73,13048.0,60.49,147.03,2.38
JPN,2023-05,2.53,1.7,69.14,3.47,4.75,15015.0,60.31,142.01,2.41
JPN,2023-06,4.82,1.09,66.06,5.44,3.05,13806.0,54.44,131.44,1.41
JPN,2023-07,3.11,2.42,74.24,5.08,5.58,10754.0,61.62,128.7,1.71
JPN,2023-08,3.26,0.41,81.84,3.72,3.71,15784.0,61.24,135.72,2.32
JPN,2023-09,5.34,-0.07,65.71,3.78,5.25,12218.0,57.62,128.06,1.36
JPN,2023-10,5.46,1.64,88.24,2.28,4.86,11408.0,54.17,137.4,1.26
JPN,2023-11,5.08,1.11,75.58,-0.46,6.49,12768.0,61.21,130.41,1.29
JPN,2023-12,4.36,1.99,66.83,-1.25,4.9,12304.0,61.18,123.97,1.74
JPN,2024-01,3.33,0.25,75.75,5.18,4.13,13690.0,58.76,110.93,1.14
JPN,2024-02,2.85,2.47,70.21,4.13,3.89,14306.0,58.51,144.56,1.0
JPN,2024-03,2.57,1.3,73.07,3.31,4.08,12908.0,61.71,130.54,1.0
JPN,2024-04,5.07,-0.32,84.66,2.5,5.48,11893.0,62.82,145.16,1.0
JPN,2024-05,3.24,2.47,73.38,1.11,5.39,11815.0,65.37,148.93,1.33
JPN,2024-06,5.84,-0.39,84.27,-0.26,5.21,12271.0,58.77,121.17,2.64
JPN,2024-07,5.05,2.42,81.11,1.6,3.82,14622.0,62.37,132.27,1.71
JPN,2024-08,3.53,2.81,82.71,6.55,5.24,10701.0,54.93,157.82,2.09
JPN,2024-09,3.25,1.9,75.59,6.24,5.2,11060.0,56.93,142.84,1.86
JPN,2024-10,5.03,0.73,87.5,-0.55,3.43,13891.0,56.05,159.11,1.89
JPN,2024-11,3.82,2.08,86.04,3.52,7.37,14517.0,63.06,123.31,1.0
JPN,2024-12,5.46,1.37,84.63,-0.22,5.1,11947.0,61.8,142.98,1.72
GBR,2020-01,2.79,6.46,43.26,3.83,5.25,12425.0,31.0,80.3,2.93
GBR,2020-02,4.33,4.35,41.44,2.05,5.2,8686.0,29.97,92.42,4.27
GBR,2020-03,4.9,3.89,43.04,4.34,4.91,10198.0,29.04,86.11,4.88
GBR,2020-04,2.17,5.8,36.9,1.68,5.94,10549.0,28.71,110.15,3.48
GBR,2020-05,5.65,4.33,46.03,-0.33,6.83,8415.0,30.99,117.32,4.07
GBR,2020-06,4.49,5.47,44.1,4.38,6.04,12167.0,31.5,82.62,3.5
GBR,2020-07,5.19,4.09,38.52,-0.21,6.59,15109.0,33.34,111.8,3.38
GBR,2020-08,6.07,3.89,33.65,-0.66,7.34,9961.0,30.45,102.39,4.49
GBR,2020-09,3.36,6.89,35.99,2.7,5.58,8962.0,31.15,79.75,4.18
GBR,2020-10,2.9,5.95,39.22,-0.85,7.93,12021.0,26.56,94.21,3.88
GBR,2020-11,1.77,5.07,41.09,1.14,6.01,9824.0,29.97,87.49,3.01
GBR,2020-12,3.13,4.52,36.57,3.42,8.08,9521.0,32.92,88.82,3.04
GBR,2021-01,3.3,4.19,71.73,-1.59,7.49,16378.0,29.39,101.67,1.76
GBR,2021-02,4.51,4.81,66.41,0.64,7.0,12488.0,27.17,112.55,1.08
GBR,2021-03,4.23,3.94,71.85,1.59,6.8,11273.0,29.28,102.29,2.2
GBR,2021-04,3.49,5.93,58.51,2.63,5.95,11380.0,31.57,101.69,1.12
GBR,2021-05,4.4,3.92,62.93,1.8,5.51,12231.0,30.73,136.34,1.95
GBR,2021-06,5.96,4.14,74.73,3.69,5.83,10817.0,28.04,99.3,2.19
GBR,2021-07,4.57,5.54,71.32,1.41,4.55,10484.0,31.74,113.26,1.21
GBR,2021-08,4.25,5.97,64.41,3.15,4.48,11468.0,30.01,127.47,2.13
GBR,2021-09,2.63,6.66,56.56,4.8,6.55,13426.0,30.13,94.56,1.75
GBR,2021-10,1.25,4.21,72.35,0.9,5.46,10538.0,30.36,108.64,1.0
GBR,2021-11,4.2,4.92,46.24,0.54,6.01,10565.0,28.84,111.27,1.33
GBR,2021-12,3.49,6.83,71.77,3.19,5.51,11151.0,27.48,118.21,1.77
GBR,2022-01,2.42,3.72,114.79,0.92,5.6,11199.0,32.58,108.86,1.57
GBR,2022-02,5.98,3.81,105.15,4.77,4.11,13218.0,30.86,114.34,1.56
GBR,2022-03,3.67,3.42,88.94,3.51,5.15,9846.0,30.83,115.04,2.82
GBR,2022-04,4.59,4.18,84.47,5.7,6.7,14587.0,30.44,122.83,1.2
GBR,2022-05,5.32,3.66,112.4,-1.92,6.6,11400.0,29.94,121.57,1.32
GBR,2022-06,1.99,6.1,97.57,0.16,2.87,11319.0,31.64,114.79,1.0
GBR,2022-07,3.48,3.37,92.3,-0.29,5.84,18168.0,29.0,132.05,1.63
GBR,2022-08,4.36,5.39,116.51,4.16,5.24,16269.0,29.34,144.42,1.81
GBR,2022-09,4.77,4.85,137.14,2.5,5.27,7566.0,28.58,129.94,1.0
GBR,2022-10,4.13,5.58,104.6,6.74,6.08,11852.0,29.88,94.89,1.05
GBR,2022-11,4.46,5.12,124.04,5.62,5.06,15007.0,31.17,121.44,1.59
GBR,2022-12,4.23,5.25,98.15,-1.17,3.94,10202.0,28.85,138.63,1.19
GBR,2023-01,6.08,3.17,63.09,5.67,6.18,11131.0,31.43,128.93,1.55
GBR,2023-02,3.73,5.38,81.03,2.27,4.72,13517.0,29.23,134.51,1.74
GBR,2023-03,4.49,5.49,75.0,4.58,5.79,10055.0,27.4,121.93,2.08
GBR,2023-04,3.16,5.49,76.5,5.11,4.9,11179.0,30.51,134.17,2.0
GBR,2023-05,4.45,3.27,79.25,1.63,3.22,13058.0,31.08,142.9,2.31
GBR,2023-06,2.31,4.84,63.66,3.15,6.34,11340.0,27.68,123.07,1.08
GBR,2023-07,3.37,4.28,74.82,4.98,4.41,12241.0,31.01,126.23,1.14
GBR,2023-08,4.56,3.6,78.39,5.46,7.22,13369.0,28.37,130.09,1.67
GBR,2023-09,4.31,5.07,82.92,5.41,5.78,12665.0,29.3,138.17,1.19
GBR,2023-10,5.15,5.28,69.22,2.27,4.8,15993.0,29.41,148.07,1.92
GBR,2023-11,4.13,4.94,77.71,3.18,6.81,9504.0,33.37,121.4,1.33
GBR,2023-12,4.44,5.2,78.02,4.87,4.02,13818.0,30.48,144.07,1.2
GBR,2024-01,2.84,4.92,78.67,0.73,5.29,14204.0,28.84,149.97,1.04
GBR,2024-02,5.06,4.67,78.18,3.94,3.13,13260.0,25.86,127.47,1.51
GBR,2024-03,5.67,4.75,80.09,3.93,3.94,10814.0,32.55,124.47,2.02
GBR,2024-04,6.13,3.73,77.71,7.15,2.84,12643.0,30.06,137.14,1.76
GBR,2024-05,4.5,4.75,85.38,3.04,5.12,13992.0,29.32,125.91,1.0
GBR,2024-06,2.79,4.61,84.08,4.98,4.53,13193.0,28.09,129.58,1.57
GBR,2024-07,5.81,4.28,88.73,2.35,5.59,13702.0,29.03,159.04,1.9
GBR,2024-08,3.77,4.72,80.17,4.09,4.75,18212.0,30.37,123.74,1.39
GBR,2024-09,2.83,5.76,71.47,1.37,3.71,12529.0,27.95,142.35,1.24
GBR,2024-10,3.1,4.71,70.01,5.33,3.78,13156.0,28.35,136.88,1.96
GBR,2024-11,2.99,5.02,74.48,1.72,4.82,12923.0,29.23,144.85,1.25
GBR,2024-12,2.23,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
BRA,2020-01,3.69,0.75,35.54,2.81,7.31,10069.0,16.75,90.06,3.76
BRA,2020-02,3.81,2.34,40.49,1.25,6.1,6414.0,16.08,88.16,2.87
BRA,2020-03,3.33,3.89,39.78,-0.85,6.99,8660.0,16.8,111.82,3.59
BRA,2020-04,3.96,1.75,37.36,0.7,7.74,7154.0,15.61,103.8,4.02
BRA,2020-05,4.03,1.35,36.93,4.72,7.33,11958.0,16.03,110.91,3.15
BRA,2020-06,3.89,4.02,32.83,-0.71,6.13,10987.0,15.26,98.49,3.24
BRA,2020-07,4.3,1.93,36.38,1.49,6.28,9096.0,15.81,96.28,3.4
BRA,2020-08,5.82,1.33,48.27,1.82,5.4,11992.0,15.8,85.23,3.57
BRA,2020-09,3.91,2.53,44.75,2.1,6.68,6935.0,15.68,81.56,3.62
BRA,2020-10,1.45,2.87,42.68,3.2,7.19,9676.0,15.75,105.83,2.4
BRA,2020-11,5.72,3.43,38.03,2.36,6.88,12787.0,16.3,94.44,4.0
BRA,2020-12,4.01,4.05,35.29,-1.31,7.09,9356.0,15.25,92.63,4.31
BRA,2021-01,5.27,2.63,80.09,1.83,6.55,7702.0,16.36,119.5,1.08
BRA,2021-02,3.6,2.46,72.24,1.33,6.96,7455.0,15.44,114.62,1.33
BRA,2021-03,3.6,3.48,76.72,2.12,6.39,12953.0,15.31,122.5,2.26
BRA,2021-04,4.25,2.13,62.27,-2.78,5.59,13706.0,16.85,119.13,1.69
BRA,2021-05,3.47,1.89,67.2,6.37,6.57,12134.0,15.91,104.19,1.0
BRA,2021-06,4.4,1.99,67.6,5.78,6.05,11410.0,15.91,117.69,2.06
BRA,2021-07,3.57,4.01,73.11,1.21,4.9,15434.0,16.48,113.48,1.0
BRA,2021-08,2.59,3.29,71.92,-0.1,7.36,14184.0,18.99,126.41,1.75
BRA,2021-09,1.61,2.17,72.43,5.85,5.23,12217.0,16.02,93.11,1.0
BRA,2021-10,4.06,0.64,77.51,1.36,7.64,11063.0,15.7,113.61,1.0
BRA,2021-11,3.38,3.32,70.18,-3.41,5.37,7993.0,16.93,105.12,1.74
BRA,2021-12,2.99,2.64,55.94,0.84,5.52,11437.0,15.98,116.96,1.01
BRA,2022-01,5.96,3.51,142.55,1.14,5.18,7556.0,16.19,112.19,1.0
BRA,2022-02,4.82,1.57,122.03,-3.18,4.69,8601.0,16.83,129.57,1.93
BRA,2022-03,4.73,3.49,109.67,-0.73,5.8,12491.0,16.07,129.32,1.16
BRA,2022-04,5.71,1.98,152.22,2.86,5.96,12944.0,15.57,121.95,1.45
BRA,2022-05,4.16,2.49,131.93,4.0,5.78,14309.0,16.67,110.49,1.72
BRA,2022-06,4.52,1.53,100.51,4.61,6.07,12713.0,15.15,112.95,1.59
BRA,2022-07,6.54,0.72,103.31,1.72,5.19,11129.0,15.84,126.34,1.56
BRA,2022-08,5.3,3.58,81.33,2.66,6.64,11462.0,15.51,116.13,2.16
BRA,2022-09,3.39,1.69,108.3,3.69,4.91,14963.0,16.47,118.68,1.61
BRA,2022-10,4.87,2.66,98.32,2.99,5.21,14127.0,16.24,133.57,2.18
BRA,2022-11,4.75,1.19,127.19,5.76,5.13,15741.0,14.86,117.57,1.11
BRA,2022-12,5.44,3.68,94.4,2.92,5.81,11670.0,15.69,109.04,1.2
BRA,2023-01,3.97,2.73,69.12,5.14,6.27,12368.0,16.09,128.89,2.33
BRA,2023-02,1.22,3.34,77.7,6.28,5.38,13011.0,15.16,133.12,1.95
BRA,2023-03,4.65,2.97,78.11,2.88,6.13,11662.0,15.8,130.86,1.45
BRA,2023-04,2.16,2.07,73.26,3.17,5.01,11759.0,16.19,134.8,1.76
BRA,2023-05,3.44,2.48,71.54,4.97,4.29,12227.0,16.28,114.57,1.9
BRA,2023-06,3.12,2.71,67.27,3.61,6.81,14278.0,16.64,126.57,1.41
BRA,2023-07,3.71,3.08,68.23,7.7,4.28,11755.0,16.36,125.83,1.21
BRA,2023-08,5.1,0.34,77.11,2.01,6.1,6691.0,13.94,114.34,2.14
BRA,2023-09,2.86,1.75,76.95,3.22,4.37,10438.0,14.07,134.94,1.0
BRA,2023-10,2.73,3.52,65.99,-0.72,5.05,11601.0,17.93,135.58,1.37
BRA,2023-11,4.87,3.57,77.6,2.99,6.18,6781.0,16.83,116.27,1.0
BRA,2023-12,3.19,1.15,78.36,5.71,4.39,13022.0,15.13,135.04,1.64
BRA,2024-01,4.25,2.64,88.61,-0.18,5.39,18069.0,16.98,134.1,1.33
BRA,2024-02,2.84,3.22,70.74,3.38,5.58,20149.0,16.58,142.11,1.58
BRA,2024-03,4.42,4.15,81.4,3.32,3.61,11659.0,16.17,149.98,2.02
BRA,2024-04,3.32,3.01,78.25,-0.49,3.38,15382.0,16.3,149.29,1.47
BRA,2024-05,5.34,2.62,71.85,2.3,3.53,8339.0,16.71,139.32,1.0
BRA,2024-06,5.0,1.94,70.93,3.91,4.04,16725.0,17.65,141.86,2.08
BRA,2024-07,2.74,2.51,83.05,5.91,2.97,9845.0,16.51,129.45,1.28
BRA,2024-08,4.55,1.75,75.24,4.91,3.19,10176.0,15.89,124.02,1.29
BRA,2024-09,3.18,0.98,78.82,4.49,4.88,14124.0,17.23,135.91,1.27
BRA,2024-10,5.08,2.7,86.77,3.29,5.72,13058.0,15.78,129.23,1.58
BRA,2024-11,4.9,2.32,76.43,4.86,3.35,18758.0,16.57,147.55,1.95
BRA,2024-12,5.3,0.66,76.13,2.87,5.44,15409.0,18.01,141.92,1.0
CAN,2020-01,4.61,-1.09,30.17,-0.81,5.65,10035.0,23.54,89.0,3.46
CAN,2020-02,6.39,-0.15,41.59,2.07,7.54,11164.0,25.87,104.46,3.82
CAN,2020-03,5.09,-0.07,48.59,1.25,5.7,10193.0,21.53,103.96,2.25
CAN,2020-04,5.21,0.33,36.14,3.61,5.53,10877.0,24.72,99.19,3.25
CAN,2020-05,4.87,-0.36,42.13,2.65,6.35,9188.0,24.11,111.22,4.05
CAN,2020-06,5.86,-1.14,41.69,3.94,6.82,11894.0,24.57,98.35,3.05
CAN,2020-07,5.42,-0.62,46.65,0.42,6.43,10705.0,23.13,110.82,4.16
CAN,2020-08,4.94,1.03,49.24,1.39,5.11,8731.0,22.79,110.41,3.45
CAN,2020-09,4.2,-0.08,39.66,3.75,7.77,5618.0,24.76,90.09,3.62
CAN,2020-10,4.54,1.26,38.13,2.03,6.37,10218.0,22.72,109.67,3.34
CAN,2020-11,6.27,-1.26,44.98,2.12,4.92,9067.0,25.06,97.87,3.76
CAN,2020-12,4.6,-1.02,29.88,2.17,6.01,9362.0,23.82,95.14,3.6
CAN,2021-01,5.75,1.25,70.96,4.19,4.29,9815.0,25.32,117.47,1.2
CAN,2021-02,5.33,-0.61,75.2,1.31,6.38,12386.0,22.31,101.95,1.0
CAN,2021-03,5.35,1.24,88.67,3.28,6.45,12556.0,22.05,118.99,2.12
CAN,2021-04,4.46,0.78,69.19,0.36,5.47,9985.0,24.69,103.46,1.54
CAN,2021-05,5.47,1.88,65.39,-0.47,6.68,11009.0,22.62,114.72,1.31
CAN,2021-06,2.43,0.48,75.39,1.91,4.97,6909.0,24.7,99.56,1.25
CAN,2021-07,4.99,-0.04,73.14,2.59,5.26,12094.0,24.25,109.51,1.41
CAN,2021-08,5.17,-0.32,73.8,1.45,7.36,9701.0,22.32,106.46,1.04
CAN,2021-09,6.01,0.67,83.47,4.07,7.47,15340.0,23.54,119.73,1.0
CAN,2021-10,5.55,-0.84,72.55,3.59,5.82,13640.0,23.82,111.38,2.05
CAN,2021-11,4.24,-1.68,85.24,4.14,5.23,7211.0,23.53,111.32,1.0
CAN,2021-12,3.3,0.49,78.51,3.44,5.04,10477.0,25.39,118.73,1.44
CAN,2022-01,5.3,-0.96,114.17,5.76,3.89,13678.0,24.18,117.56,1.35
CAN,2022-02,4.49,0.26,97.35,4.22,5.11,12187.0,23.07,123.2,1.61
CAN,2022-03,3.73,1.42,105.73,1.99,4.84,10923.0,23.79,120.28,1.25
CAN,2022-04,4.66,0.98,105.52,2.77,6.73,11587.0,25.77,119.88,1.33
CAN,2022-05,7.36,-1.12,98.46,2.11,4.89,15274.0,23.68,121.43,1.77
CAN,2022-06,7.36,1.18,108.37,2.96,7.23,11244.0,22.29,105.23,2.19
CAN,2022-07,4.13,1.4,99.0,-0.01,5.52,9898.0,24.9,117.34,1.17
CAN,2022-08,5.34,0.02,116.23,2.52,7.15,17457.0,25.64,114.13,1.0
CAN,2022-09,5.9,0.67,120.08,3.78,4.18,8746.0,25.09,116.93,1.21
CAN,2022-10,6.11,-1.19,104.07,2.38,4.04,16676.0,23.66,133.15,1.2
CAN,2022-11,6.82,-0.13,151.53,2.03,8.14,16197.0,22.04,118.39,1.2
CAN,2022-12,4.64,2.47,107.41,3.61,4.43,11679.0,22.72,121.25,1.68
CAN,2023-01,5.52,0.94,67.72,2.35,3.84,11202.0,24.14,131.98,2.55
CAN,2023-02,5.34,-0.67,54.02,3.41,3.74,15490.0,24.77,137.32,1.0
CAN,2023-03,4.87,-0.53,83.26,4.8,6.13,9947.0,22.79,123.26,2.28
CAN,2023-04,4.42,-0.04,62.16,3.54,5.43,9757.0,23.1,124.91,1.0
CAN,2023-05,5.14,-0.37,63.03,2.2,6.24,16342.0,24.37,128.77,1.98
CAN,2023-06,3.97,0.82,87.45,1.89,4.54,14424.0,23.82,137.69,1.75
CAN,2023-07,4.72,-0.02,89.98,3.4,5.52,13098.0,26.17,109.67,1.99
CAN,2023-08,5.06,0.17,74.98,6.18,5.41,18192.0,23.83,120.38,1.52
CAN,2023-09,1.53,0.81,66.33,3.39,4.35,13057.0,22.93,137.68,1.68
CAN,2023-10,3.84,2.25,76.03,7.06,4.83,13994.0,24.36,121.73,1.22
CAN,2023-11,5.83,-0.56,78.13,5.37,4.41,13652.0,22.17,136.61,1.17
CAN,2023-12,5.25,0.06,67.27,0.94,5.5,15660.0,23.19,121.59,1.63
CAN,2024-01,1.71,0.99,88.16,3.6,5.14,14064.0,23.28,150.79,1.51
CAN,2024-02,5.75,-0.08,75.09,5.83,4.4,13905.0,21.89,119.07,2.1
CAN,2024-03,5.32,-0.05,79.6,1.73,3.98,11947.0,23.21,121.08,2.23
CAN,2024-04,5.22,-0.5,79.18,-0.59,4.4,19134.0,22.65,143.77,2.57
CAN,2024-05,4.14,-0.67,89.5,3.39,4.16,15854.0,25.04,133.25,1.37
CAN,2024-06,3.81,-0.09,81.8,5.23,3.56,15162.0,23.64,151.58,1.32
CAN,2024-07,4.77,0.59,84.08,5.51,5.78,9218.0,23.84,136.22,1.4
CAN,2024-08,4.31,-0.58,88.94,0.6,4.75,12699.0,23.43,156.01,1.09
CAN,2024-09,4.8,1.66,81.12,1.88,4.21,13562.0,24.13,142.96,1.79
CAN,2024-10,5.81,0.37,72.33,4.73,3.86,13339.0,22.87,140.57,2.67
CAN,2024-11,4.63,-0.57,78.34,0.77,3.79,11070.0,23.31,114.26,1.63
CAN,2024-12,2.77,2.85,80.91,5.78,4.05,17520.0,24.7,135.07,1.52
AUS,2020-01,3.1,1.96,36.59,-0.2,6.98,11988.0,94.73,106.32,3.98
AUS,2020-02,4.52,-0.24,48.05,-0.94,5.93,11272.0,91.86,98.76,3.61
AUS,2020-03,4.09,1.19,31.56,0.72,5.48,11342.0,95.22,89.73,2.94
AUS,2020-04,3.94,0.85,44.64,-0.15,5.98,7693.0,101.04,113.25,3.25
AUS,2020-05,4.74,0.21,33.64,4.2,7.79,12125.0,98.51,116.64,3.61
AUS,2020-06,2.15,0.13,47.07,1.98,5.21,8998.0,102.35,98.57,3.72
AUS,2020-07,4.82,1.13,47.67,1.51,7.73,9080.0,90.23,109.83,4.06
AUS,2020-08,3.84,2.33,38.97,3.58,5.76,8544.0,95.16,86.65,3.54
AUS,2020-09,4.08,1.55,41.2,2.15,5.11,11580.0,102.17,98.04,4.13
AUS,2020-10,5.03,0.46,42.52,2.12,5.84,7940.0,92.47,97.64,3.34
AUS,2020-11,5.9,0.5,38.53,-0.52,4.41,13057.0,90.36,85.28,4.23
AUS,2020-12,5.89,-0.62,40.58,3.27,6.79,5559.0,99.77,98.53,3.69
AUS,2021-01,2.28,2.97,67.79,-2.2,6.68,11424.0,99.78,108.85,1.53
AUS,2021-02,3.59,1.39,69.51,0.3,5.58,17848.0,88.32,105.47,1.86
AUS,2021-03,3.53,1.07,77.33,0.53,5.86,13307.0,100.59,125.98,1.0
AUS,2021-04,3.47,-1.52,67.62,6.08,6.16,9874.0,96.75,113.98,1.54
AUS,2021-05,2.75,-0.65,68.14,-0.06,5.56,16010.0,97.1,122.88,1.0
AUS,2021-06,4.32,1.3,82.54,6.79,8.19,12185.0,104.9,103.13,1.87
AUS,2021-07,4.85,-0.23,74.99,3.66,7.07,10625.0,96.92,89.26,1.0
AUS,2021-08,3.76,0.92,68.13,1.46,4.78,11773.0,100.47,98.78,1.86
AUS,2021-09,3.21,1.63,68.61,1.33,4.66,10329.0,96.03,117.44,1.29
AUS,2021-10,4.46,-0.6,86.08,1.56,6.61,11636.0,98.0,94.45,1.49
AUS,2021-11,4.47,2.06,70.41,0.01,6.14,11736.0,91.84,110.84,2.02
AUS,2021-12,5.85,0.67,93.25,0.57,4.18,12111.0,90.27,102.94,1.49
AUS,2022-01,5.08,-0.54,108.27,0.97,5.57,14134.0,99.46,130.29,1.33
AUS,2022-02,7.5,-0.45,111.17,2.59,4.43,12484.0,94.69,120.81,1.7
AUS,2022-03,2.69,1.1,109.4,5.85,4.91,11678.0,100.99,104.18,1.0
AUS,2022-04,4.19,1.27,103.46,1.13,5.23,11833.0,97.75,119.86,1.37
AUS,2022-05,4.07,1.04,116.54,-0.66,5.55,12942.0,100.56,124.8,1.92
AUS,2022-06,3.71,1.62,100.11,1.69,6.41,13287.0,96.42,121.23,1.21
AUS,2022-07,5.48,-0.27,121.2,3.54,4.97,17462.0,96.97,111.31,1.66
AUS,2022-08,6.09,0.85,153.77,-1.65,5.41,9288.0,100.88,120.16,1.41
AUS,2022-09,5.11,-0.55,102.45,3.12,4.23,10161.0,92.2,115.85,1.42
AUS,2022-10,4.98,0.46,137.02,2.53,5.72,7553.0,96.05,115.54,1.0
AUS,2022-11,5.02,0.8,125.61,0.66,7.23,11115.0,96.83,113.65,1.0
AUS,2022-12,3.21,1.61,101.13,1.83,4.65,10971.0,95.42,129.26,1.0
AUS,2023-01,4.24,1.41,76.2,5.32,4.49,19192.0,97.33,119.74,1.89
AUS,2023-02,2.38,0.94,66.37,4.01,5.29,14038.0,94.53,124.93,1.41
AUS,2023-03,4.99,-0.35,89.28,8.87,3.93,12415.0,99.04,125.71,1.51
AUS,2023-04,6.05,-0.47,82.66,2.49,5.31,14316.0,90.25,150.68,2.4
AUS,2023-05,3.73,-0.26,76.44,4.5,5.65,12735.0,96.96,139.72,1.92
AUS,2023-06,3.02,-0.38,62.53,1.92,4.53,14102.0,93.06,115.17,1.91
AUS,2023-07,3.98,2.6,71.7,5.51,4.22,8770.0,99.05,132.72,1.13
AUS,2023-08,5.03,-0.75,68.45,4.45,6.29,11575.0,91.21,155.88,2.05
AUS,2023-09,5.2,-0.68,71.72,1.45,5.08,9177.0,100.22,123.59,1.89
AUS,2023-10,5.23,-0.64,79.8,5.73,4.39,14081.0,104.66,139.1,2.31
AUS,2023-11,3.4,0.41,63.03,3.16,5.76,16439.0,98.38,136.96,1.04
AUS,2023-12,3.19,0.32,72.5,5.16,4.87,14439.0,93.34,121.48,1.93
AUS,2024-01,3.92,0.77,78.37,2.19,4.24,11746.0,95.96,124.9,2.12
AUS,2024-02,3.85,1.67,83.24,3.92,4.7,10645.0,94.51,139.91,1.61
AUS,2024-03,3.3,0.33,82.85,4.01,5.69,12491.0,94.61,132.28,1.0
AUS,2024-04,5.92,-0.47,75.19,4.36,2.8,16158.0,95.43,134.39,1.33
AUS,2024-05,2.89,0.62,78.35,4.73,4.88,8403.0,102.67,141.68,1.0
AUS,2024-06,3.35,-1.23,85.37,2.95,4.45,11466.0,97.33,141.14,1.0
AUS,2024-07,2.92,0.28,78.86,2.52,6.09,17817.0,91.57,127.58,1.0
AUS,2024-08,2.82,3.15,79.59,-1.0,5.11,16071.0,94.18,134.43,1.72
AUS,2024-09,3.73,0.6,74.55,6.2,2.99,16358.0,86.46,126.69,2.34
AUS,2024-10,4.81,-0.83,80.97,5.11,4.74,14418.0,87.84,147.33,1.55
AUS,2024-11,3.61,0.67,72.87,1.8,4.51,15496.0,102.61,124.68,1.3
AUS,2024-12,2.19,-0.18,86.71,5.25,3.79,12534.0,95.17,146.45,1.24
KOR,2020-01,2.93,5.44,35.1,1.16,4.09,3858.0,20.64,85.43,3.3
KOR,2020-02,4.86,2.05,43.97,0.45,5.8,10719.0,20.65,90.46,3.71
KOR,2020-03,6.64,4.52,41.08,5.5,7.64,11361.0,20.58,98.98,3.88
